"","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length"
"14241","WR17.80393","2017-06-13",2017,"Male",270,3,150.132,0.707155794681497,0.000139651,2.534264476,"n",40,NA,700
"14242","WR17.80393","2017-06-13",2017,"Male",270,4,194.428,0.706318039199201,0.0001793,2.217913538,"n",40,NA,700
"14243","WR17.80393","2017-06-13",2017,"Male",270,5,233.313,0.705952174346819,0.000113092,1.927295353,"n",40,NA,700
"14244","WR17.80393","2017-06-13",2017,"Male",270,6,272.537,0.705348758258747,0.000189191,2.118157402,"n",40,NA,700
"14245","WR17.80393","2017-06-13",2017,"Male",270,7,313.789,0.705135806467828,0.000142136,2.4048342,"n",40,NA,700
"14246","WR17.80393","2017-06-13",2017,"Male",270,8,353.351,0.704872064370433,0.000142431,1.77480961,"n",40,NA,700
"14247","WR17.80393","2017-06-13",2017,"Male",270,9,402.719,0.704936966374011,8.93e-05,1.814585835,"n",40,NA,700
"14248","WR17.80393","2017-06-13",2017,"Male",270,10,436.532,0.70513201947568,0.000166854,1.588899097,"n",40,NA,700
"14249","WR17.80393","2017-06-13",2017,"Male",270,11,475.08,0.705061819083985,0.000120727,1.661191657,"n",40,NA,700
"14250","WR17.80393","2017-06-13",2017,"Male",270,12,500.44,0.704965804929381,0.0001519,1.856149792,"n",40,NA,700
"14251","WR17.80393","2017-06-13",2017,"Male",270,13,536.959,0.705477665030838,0.000112714,2.069681272,"n",40,NA,700
"14252","WR17.80393","2017-06-13",2017,"Male",270,14,563.333,0.705824791974103,0.00013892,2.324647875,"n",40,NA,700
"14253","WR17.80393","2017-06-13",2017,"Male",270,15,598.161,0.705715849432411,0.000108743,3.104389062,"n",40,NA,700
"14254","WR17.80393","2017-06-13",2017,"Male",270,16,642.119,0.7078243618384,0.000216356,4.828747138,"n",40,NA,700
"14255","WR17.80393","2017-06-13",2017,"Male",270,17,694.53,0.708796858621367,9.37e-05,4.540040381,"n",40,NA,700
"14256","WR17.80393","2017-06-13",2017,"Male",270,18,735.782,0.709111558069002,0.000148611,4.509628619,"n",40,NA,700
"14257","WR17.80393","2017-06-13",2017,"Male",270,19,789.207,0.709136257539979,0.000102972,4.521378583,"n",40,NA,700
"14258","WR17.80393","2017-06-13",2017,"Male",270,20,817.273,0.70918,0.000131928,4.86704604,"n",40,NA,700
"14259","WR16.5042","2016-06-30",2016,"Female",230,1,7.25,0.708231376830438,0.000174527,5.876093119,"n",40,3,672
"14260","WR16.5042","2016-06-30",2016,"Female",230,2,44.857,0.70819891568411,9.82e-05,4.063995176,"n",40,3,672
"14261","WR16.5042","2016-06-30",2016,"Female",230,3,88.808,0.70789977747458,0.000116568,3.696977874,"n",40,3,672
"14262","WR16.5042","2016-06-30",2016,"Female",230,4,129.134,0.706688513757408,0.000146529,3.448254337,"n",40,3,672
"14263","WR16.5042","2016-06-30",2016,"Female",230,5,164.022,0.706238101225302,0.000148095,3.316041939,"n",40,3,672
"14264","WR16.5042","2016-06-30",2016,"Female",230,6,207.973,0.705485376078192,0.000129933,2.884207379,"n",40,3,672
"14265","WR16.5042","2016-06-30",2016,"Female",230,7,251.924,0.704999618031331,0.000180959,3.013474143,"n",40,3,672
"14266","WR16.5042","2016-06-30",2016,"Female",230,8,305.39,0.704771056836746,0.000147935,2.597766895,"n",40,3,672
"14267","WR16.5042","2016-06-30",2016,"Female",230,9,343.45,0.704970741342853,0.000202478,2.362107516,"n",40,3,672
"14268","WR16.5042","2016-06-30",2016,"Female",230,10,388.307,0.70495598745831,0.00019065,2.118721227,"n",40,3,672
"14269","WR16.5042","2016-06-30",2016,"Female",230,11,442.226,0.704873602935167,0.000221385,1.961594035,"n",40,3,672
"14270","WR16.5042","2016-06-30",2016,"Female",230,12,459.444,0.704723971822482,0.000119965,1.989279019,"n",40,3,672
"14271","WR16.5042","2016-06-30",2016,"Female",230,13,476.208,0.704695979246933,0.000124274,2.053280175,"n",40,3,672
"14272","WR16.5042","2016-06-30",2016,"Female",230,14,507.019,0.704741620076729,0.000238127,2.158275423,"n",40,3,672
"14273","WR16.5042","2016-06-30",2016,"Female",230,15,545.986,0.704808651638806,0.000119386,2.383434307,"n",40,3,672
"14274","WR16.5042","2016-06-30",2016,"Female",230,16,601.264,0.705029353829545,0.000182388,2.444585023,"n",40,3,672
"14275","WR16.5042","2016-06-30",2016,"Female",230,17,630.716,0.704920927980091,0.000100152,2.286560395,"n",40,3,672
"14276","WR16.5042","2016-06-30",2016,"Female",230,21,641.268,0.70492612964451,9.98e-05,2.537943291,"y",40,3,672
"14277","WR16.5042","2016-06-30",2016,"Female",230,18,656.995,0.70545579930029,0.000183223,3.104765635,"n",40,3,672
"14278","WR16.5042","2016-06-30",2016,"Female",230,22,684.186,0.707497008028022,0.000121591,4.667882035,"y",40,3,672
"14279","WR16.5042","2016-06-30",2016,"Female",230,19,701.852,0.7081079000585,0.000111417,4.810550368,"n",40,3,672
"14280","WR16.5042","2016-06-30",2016,"Female",230,23,715.087,0.708792094452038,0.000108328,4.648442452,"y",40,3,672
"14281","WR16.5042","2016-06-30",2016,"Female",230,20,727.226,0.708828439094412,0.0001096,5.11418785,"n",40,3,672
"14282","WR16.5042","2016-06-30",2016,"Female",230,24,757.483,0.709026451386924,9.62e-05,4.911345236,"y",40,3,672
"14283","WR16.5042","2016-06-30",2016,"Female",230,25,815.871,0.709072131221702,0.000153327,5.42935977,"y",40,3,672
"14284","WR16.5042","2016-06-30",2016,"Female",230,26,854.467,0.709130215640943,0.000107957,5.411564961,"y",40,3,672
"14285","WR16.5042","2016-06-30",2016,"Female",230,27,905.175,0.70918,0.000135516,5.303642324,"y",40,3,672
"14286","WR16.5060","2016-07-06",2016,"Female",200,1,4.531,0.707861109781617,0.000387416,1.83057148,"n",40,3,763
"14287","WR16.5060","2016-07-06",2016,"Female",200,2,13.14,0.708218622927535,0.000189376,2.774237425,"n",40,3,763
"14288","WR16.5060","2016-07-06",2016,"Female",200,3,53.013,0.707610274058295,0.000195489,2.587155866,"n",40,3,763
"14289","WR16.5060","2016-07-06",2016,"Female",200,4,96.057,0.70735682678605,0.000224093,2.683339134,"n",40,3,763
"14290","WR16.5060","2016-07-06",2016,"Female",200,5,140.008,0.706611832195159,0.0002177,2.35350496,"n",40,3,763
"14291","WR16.5060","2016-07-06",2016,"Female",200,6,169.913,0.70611490974671,0.000162448,2.046069567,"n",40,3,763
"14292","WR16.5060","2016-07-06",2016,"Female",200,7,216.129,0.705012130952926,0.000165844,2.28219667,"n",40,3,763
"14293","WR16.5060","2016-07-06",2016,"Female",200,8,250.111,0.704965468144841,0.000147576,2.215510476,"n",40,3,763
"14294","WR16.5060","2016-07-06",2016,"Female",200,9,285.453,0.704881659529054,0.000188185,1.967847074,"n",40,3,763
"14295","WR16.5060","2016-07-06",2016,"Female",200,10,331.669,0.704876453434782,0.00015719,1.817749846,"n",40,3,763
"14296","WR16.5060","2016-07-06",2016,"Female",200,11,374.261,0.704692155697122,0.000206954,1.75270392,"n",40,3,763
"14297","WR16.5060","2016-07-06",2016,"Female",200,12,427.274,0.704820843746145,0.000225437,1.793756059,"n",40,3,763
"14298","WR16.5060","2016-07-06",2016,"Female",200,13,443.132,0.704962066429832,0.00014179,1.900169454,"n",40,3,763
"14299","WR16.5060","2016-07-06",2016,"Female",200,21,459.512,0.705088623030845,0.00017665,1.997898246,"y",40,3,763
"14300","WR16.5060","2016-07-06",2016,"Female",200,14,473.943,0.706058668925415,0.000210472,1.758165779,"n",40,3,763
"14301","WR16.5060","2016-07-06",2016,"Female",200,22,496.604,0.706393674340419,0.000173146,1.829476382,"y",40,3,763
"14302","WR16.5060","2016-07-06",2016,"Female",200,15,514.269,0.707308914715381,0.000159876,2.702702863,"n",40,3,763
"14303","WR16.5060","2016-07-06",2016,"Female",200,23,546.438,0.708342555977103,0.00011291,3.327164476,"y",40,3,763
"14304","WR16.5060","2016-07-06",2016,"Female",200,16,584.499,0.708797272554272,0.000150831,3.674834399,"n",40,3,763
"14305","WR16.5060","2016-07-06",2016,"Female",200,17,628.903,0.709005193257258,0.000145056,4.025252151,"n",40,3,763
"14306","WR16.5060","2016-07-06",2016,"Female",200,18,665.604,0.708939757503275,0.000112895,4.083621194,"n",40,3,763
"14307","WR16.5060","2016-07-06",2016,"Female",200,19,695.509,0.709089429963026,0.000175704,3.841815798,"n",40,3,763
"14308","WR16.5060","2016-07-06",2016,"Female",200,20,726.32,0.70918,0.000153246,4.207324786,"n",40,3,763
"14309","WR16.5087","2016-07-18",2016,"Male",250,1,2.266,0.70815175931041,0.000112433,3.483888945,"n",40,3,834
"14310","WR16.5087","2016-07-18",2016,"Male",250,2,32.17,0.708543110216491,0.000116729,3.734252051,"n",40,3,834
"14311","WR16.5087","2016-07-18",2016,"Male",250,3,70.231,0.70813296211885,9.58e-05,3.622663767,"n",40,3,834
"14312","WR16.5087","2016-07-18",2016,"Male",250,4,111.916,0.707958202555241,9.16e-05,3.8556244,"n",40,3,834
"14313","WR16.5087","2016-07-18",2016,"Male",250,5,153.148,0.706986503489753,0.000141887,3.374447352,"n",40,3,834
"14314","WR16.5087","2016-07-18",2016,"Male",250,6,192.568,0.706559470830549,0.000131133,2.967606221,"n",40,3,834
"14315","WR16.5087","2016-07-18",2016,"Male",250,7,236.518,0.705566648807423,0.000138151,2.54311016,"n",40,3,834
"14316","WR16.5087","2016-07-18",2016,"Male",250,8,273.673,0.705028586576471,0.000162804,2.810435812,"n",40,3,834
"14317","WR16.5087","2016-07-18",2016,"Male",250,9,315.358,0.705075119903965,0.000184796,2.647624693,"n",40,3,834
"14318","WR16.5087","2016-07-18",2016,"Male",250,10,354.324,0.704835188873692,0.000162152,2.355995201,"n",40,3,834
"14319","WR16.5087","2016-07-18",2016,"Male",250,11,398.275,0.704801800876104,0.000113564,2.288835548,"n",40,3,834
"14320","WR16.5087","2016-07-18",2016,"Male",250,12,436.789,0.705045511151213,0.000110084,2.462507793,"n",40,3,834
"14321","WR16.5087","2016-07-18",2016,"Male",250,13,476.208,0.704948393161765,0.000142918,2.527513768,"n",40,3,834
"14322","WR16.5087","2016-07-18",2016,"Male",250,14,522.425,0.70500314419607,0.000132605,2.511842761,"n",40,3,834
"14323","WR16.5087","2016-07-18",2016,"Male",250,15,558.673,0.705213925624829,0.000162533,2.57889278,"n",40,3,834
"14324","WR16.5087","2016-07-18",2016,"Male",250,23,574.836,0.705818156650953,0.000150515,2.414619091,"y",40,3,834
"14325","WR16.5087","2016-07-18",2016,"Male",250,16,590.39,0.705728761205214,0.000260197,3.239499122,"n",40,3,834
"14326","WR16.5087","2016-07-18",2016,"Male",250,17,618.029,0.70807435281368,0.000223868,4.526465218,"n",40,3,834
"14327","WR16.5087","2016-07-18",2016,"Male",250,24,649.678,0.708667389152414,0.000157354,4.086594768,"y",40,3,834
"14328","WR16.5087","2016-07-18",2016,"Male",250,18,657.902,0.708798797436655,0.000104558,5.035283806,"n",40,3,834
"14329","WR16.5087","2016-07-18",2016,"Male",250,19,689.619,0.709070072791356,9.7e-05,4.51694,"n",40,3,834
"14330","WR16.5087","2016-07-18",2016,"Male",250,20,728.585,0.709148043473921,9.19e-05,4.761616929,"n",40,3,834
"14331","WR16.5087","2016-07-18",2016,"Male",250,21,768.458,0.709130790791104,8.45e-05,4.776075316,"n",40,3,834
"14332","WR16.5087","2016-07-18",2016,"Male",250,22,809.69,0.70918,8.8e-05,4.663808021,"n",40,3,834
"14333","WR16.5099","2016-07-24",2016,"Female",300,1,78.30558,0.708107903842286,0.000159263,3.552863043,"n",40,2,542
"14334","WR16.5099","2016-07-24",2016,"Female",300,2,128.54754,0.707699371325636,0.00013774,3.282699225,"n",40,2,542
"14335","WR16.5099","2016-07-24",2016,"Female",300,3,189.2013,0.707705674861149,0.000154235,3.960614426,"n",40,2,542
"14336","WR16.5099","2016-07-24",2016,"Female",300,4,243.06394,0.70661740276305,0.000145209,4.120693109,"n",40,2,542
"14337","WR16.5099","2016-07-24",2016,"Female",300,5,288.3278,0.705990194978106,0.00011995,3.748235269,"n",40,2,542
"14338","WR16.5099","2016-07-24",2016,"Female",300,6,344.45504,0.705063094140588,0.000114894,3.827225941,"n",40,2,542
"14339","WR16.5099","2016-07-24",2016,"Female",300,7,395.60284,0.705047252281584,8.9e-05,2.986196763,"n",40,2,542
"14340","WR16.5099","2016-07-24",2016,"Female",300,8,448.10806,0.704853830164842,0.000132757,3.018605667,"n",40,2,542
"14341","WR16.5099","2016-07-24",2016,"Female",300,9,501.9707,0.704982711559759,8.44e-05,3.071788264,"n",40,2,542
"14342","WR16.5099","2016-07-24",2016,"Female",300,10,555.83468,0.704914852029489,9.53e-05,2.908026769,"n",40,2,542
"14343","WR16.5099","2016-07-24",2016,"Female",300,11,602.45596,0.704712671779306,9.67e-05,2.870300118,"n",40,2,542
"14344","WR16.5099","2016-07-24",2016,"Female",300,12,655.4141,0.704898359011865,0.000209948,2.664584396,"n",40,2,542
"14345","WR16.5099","2016-07-24",2016,"Female",300,13,705.20448,0.705340564731153,0.000107234,3.605694505,"n",40,2,542
"14346","WR16.5099","2016-07-24",2016,"Female",300,14,751.37284,0.705345020816635,0.000104724,3.475318863,"n",40,2,542
"14347","WR16.5099","2016-07-24",2016,"Female",300,21,836.92112,0.705791166495679,0.000207675,3.488229995,"y",40,2,542
"14348","WR16.5099","2016-07-24",2016,"Female",300,15,885.35274,0.70702115411503,0.000268116,4.611575124,"n",40,2,542
"14349","WR16.5099","2016-07-24",2016,"Female",300,16,922.46806,0.70885043271892,0.000216963,5.93315258,"n",40,2,542
"14350","WR16.5099","2016-07-24",2016,"Female",300,17,955.0582,0.708985857707827,0.000145298,6.397146835,"n",40,2,542
"14351","WR16.5099","2016-07-24",2016,"Female",300,18,1012.99578,0.709006071631846,0.000111225,6.70882648,"n",40,2,542
"14352","WR16.5099","2016-07-24",2016,"Female",300,19,1081.7954,0.709047728779337,0.0001423,6.663756013,"n",40,2,542
"14353","WR16.5099","2016-07-24",2016,"Female",300,20,1131.58578,0.70918,9.33e-05,6.866292345,"n",40,2,542
"14354","WR16.5131","2016-08-17",2016,"Female",240,1,24.014,0.70840761210038,0.000135959,3.921420035,"n",40,4,734
"14355","WR16.5131","2016-08-17",2016,"Female",240,2,62.075,0.707976706010045,0.000169416,3.416807339,"n",40,4,734
"14356","WR16.5131","2016-08-17",2016,"Female",240,3,106.479,0.707762924306551,0.000125917,3.344441949,"n",40,4,734
"14357","WR16.5131","2016-08-17",2016,"Female",240,4,146.804,0.706897948479137,0.000144162,3.043206569,"n",40,4,734
"14358","WR16.5131","2016-08-17",2016,"Female",240,5,192.115,0.706366247783315,0.00013486,2.737549277,"n",40,4,734
"14359","WR16.5131","2016-08-17",2016,"Female",240,6,232.894,0.705308564560638,0.000158459,2.608421995,"n",40,4,734
"14360","WR16.5131","2016-08-17",2016,"Female",240,7,274.579,0.704761424708581,0.000107425,2.611152995,"n",40,4,734
"14361","WR16.5131","2016-08-17",2016,"Female",240,8,319.436,0.704766863820501,0.000135563,2.496586935,"n",40,4,734
"14362","WR16.5131","2016-08-17",2016,"Female",240,9,360.215,0.704923436828795,0.000123527,2.241467274,"n",40,4,734
"14363","WR16.5131","2016-08-17",2016,"Female",240,10,400.994,0.704694147955163,0.000179009,2.45167555,"n",40,4,734
"14364","WR16.5131","2016-08-17",2016,"Female",240,11,443.585,0.704803564323202,0.00015666,2.354297288,"n",40,4,734
"14365","WR16.5131","2016-08-17",2016,"Female",240,12,463.068,0.70492552025471,0.000149023,2.245069392,"n",40,4,734
"14366","WR16.5131","2016-08-17",2016,"Female",240,13,488.442,0.704972832926862,0.000189277,2.294660057,"n",40,4,734
"14367","WR16.5131","2016-08-17",2016,"Female",240,14,518.347,0.705247793137107,0.000177108,2.522384199,"n",40,4,734
"14368","WR16.5131","2016-08-17",2016,"Female",240,21,548.353,0.705212055831313,0.000126584,2.504229042,"y",40,4,734
"14369","WR16.5131","2016-08-17",2016,"Female",240,15,562.751,0.705367166540668,0.000146912,2.517488001,"n",40,4,734
"14370","WR16.5131","2016-08-17",2016,"Female",240,22,576.72,0.705624665181236,0.000158558,2.765356401,"y",40,4,734
"14371","WR16.5131","2016-08-17",2016,"Female",240,16,600.694,0.70623646725222,0.000154474,3.425721885,"n",40,4,734
"14372","WR16.5131","2016-08-17",2016,"Female",240,17,624.372,0.708699882849426,8.38e-05,5.887455175,"n",40,4,734
"14373","WR16.5131","2016-08-17",2016,"Female",240,18,671.948,0.709018895065243,0.000129439,5.90731366,"n",40,4,734
"14374","WR16.5131","2016-08-17",2016,"Female",240,19,711.821,0.709047418896383,0.000147685,5.921341176,"n",40,4,734
"14375","WR16.5131","2016-08-17",2016,"Female",240,20,752.146,0.70918,8.58e-05,5.504809492,"n",40,4,734
"14376","WR16.7077","2016-07-17",2016,"Female",200,1,6.343,0.708037116143605,0.000226193,2.466809843,"n",40,3,665
"14377","WR16.7077","2016-07-17",2016,"Female",200,2,32.623,0.707652828436528,0.000213269,2.30457636,"n",40,3,665
"14378","WR16.7077","2016-07-17",2016,"Female",200,3,61.169,0.70739041417647,0.000111603,2.211669346,"n",40,3,665
"14379","WR16.7077","2016-07-17",2016,"Female",200,4,92.886,0.707080362878589,0.000211724,2.139269077,"n",40,3,665
"14380","WR16.7077","2016-07-17",2016,"Female",200,5,130.493,0.706717756919595,0.000179776,2.098407782,"n",40,3,665
"14381","WR16.7077","2016-07-17",2016,"Female",200,6,170.366,0.706004816556983,0.00018917,1.805019562,"n",40,3,665
"14382","WR16.7077","2016-07-17",2016,"Female",200,7,211.598,0.704841424101197,0.000164692,2.113747858,"n",40,3,665
"14383","WR16.7077","2016-07-17",2016,"Female",200,8,249.658,0.704887029881565,0.00015402,1.928320859,"n",40,3,665
"14384","WR16.7077","2016-07-17",2016,"Female",200,9,288.625,0.705016280263583,0.000189476,1.874322299,"n",40,3,665
"14385","WR16.7077","2016-07-17",2016,"Female",200,10,330.31,0.704957745844557,0.00029805,1.911960085,"n",40,3,665
"14386","WR16.7077","2016-07-17",2016,"Female",200,11,368.824,0.704934413887316,0.000153873,1.970264141,"n",40,3,665
"14387","WR16.7077","2016-07-17",2016,"Female",200,21,389.262,0.704752509831635,0.000153426,1.808449583,"y",40,3,665
"14388","WR16.7077","2016-07-17",2016,"Female",200,12,410.056,0.704826466205338,0.000180182,2.001816115,"n",40,3,665
"14389","WR16.7077","2016-07-17",2016,"Female",200,22,432.439,0.705087883339014,0.000164703,1.861567814,"y",40,3,665
"14390","WR16.7077","2016-07-17",2016,"Female",200,13,450.382,0.706216146342269,0.000140108,1.974349299,"n",40,3,665
"14391","WR16.7077","2016-07-17",2016,"Female",200,23,474.166,0.706189032905739,0.000143899,1.752946196,"y",40,3,665
"14392","WR16.7077","2016-07-17",2016,"Female",200,14,492.973,0.706547715367443,0.000163331,1.762229668,"n",40,3,665
"14393","WR16.7077","2016-07-17",2016,"Female",200,24,512.51,0.706484526358465,0.000143826,1.776647282,"y",40,3,665
"14394","WR16.7077","2016-07-17",2016,"Female",200,15,530.58,0.707575307611044,0.000207967,3.39699217,"n",40,3,665
"14395","WR16.7077","2016-07-17",2016,"Female",200,16,567.282,0.708833611096459,0.000116651,3.762193301,"n",40,3,665
"14396","WR16.7077","2016-07-17",2016,"Female",200,17,610.779,0.708941407759297,0.000118385,4.060047308,"n",40,3,665
"14397","WR16.7077","2016-07-17",2016,"Female",200,18,651.558,0.709130459720949,8.88e-05,4.29229614,"n",40,3,665
"14398","WR16.7077","2016-07-17",2016,"Female",200,19,691.884,0.70909681845704,0.000170361,4.403658635,"n",40,3,665
"14399","WR16.7077","2016-07-17",2016,"Female",200,20,730.398,0.70918,0.000124799,4.136872617,"n",40,3,665
"14400","WR16.7079","2016-07-18",2016,"Female",190,1,4.078,0.708013080970636,0.000220142,2.451618648,"n",40,2,630
"14401","WR16.7079","2016-07-18",2016,"Female",190,2,20.843,0.708246814431052,0.000152136,2.093662586,"n",40,2,630
"14402","WR16.7079","2016-07-18",2016,"Female",190,3,35.795,0.708044102809777,0.000180645,1.967654453,"n",40,2,630
"14403","WR16.7079","2016-07-18",2016,"Female",190,4,69.324,0.707569761816648,0.000150487,2.109856852,"n",40,2,630
"14404","WR16.7079","2016-07-18",2016,"Female",190,5,103.307,0.706790596273504,0.000106152,2.098494296,"n",40,2,630
"14405","WR16.7079","2016-07-18",2016,"Female",190,6,135.93,0.706158424660152,0.000152566,1.952681388,"n",40,2,630
"14406","WR16.7079","2016-07-18",2016,"Female",190,7,169.913,0.705859766071973,0.000214985,1.97290167,"n",40,2,630
"14407","WR16.7079","2016-07-18",2016,"Female",190,8,204.348,0.705082549832903,0.000109994,2.050562052,"n",40,2,630
"14408","WR16.7079","2016-07-18",2016,"Female",190,9,241.502,0.704892128128749,0.000178821,1.804157155,"n",40,2,630
"14409","WR16.7079","2016-07-18",2016,"Female",190,10,276.391,0.704844517701931,0.000176937,1.62441585,"n",40,2,630
"14410","WR16.7079","2016-07-18",2016,"Female",190,11,312.639,0.704918736279393,0.000216847,1.580709885,"n",40,2,630
"14411","WR16.7079","2016-07-18",2016,"Female",190,12,347.528,0.704850410621176,0.000136919,1.536329172,"n",40,2,630
"14412","WR16.7079","2016-07-18",2016,"Female",190,13,387.854,0.70490815862937,0.000165245,1.62858277,"n",40,2,630
"14413","WR16.7079","2016-07-18",2016,"Female",190,14,435.882,0.704686439043015,0.000144621,1.602707693,"n",40,2,630
"14414","WR16.7079","2016-07-18",2016,"Female",190,15,480.286,0.704753010427581,0.000133103,1.565671799,"n",40,2,630
"14415","WR16.7079","2016-07-18",2016,"Female",190,21,516.648,0.704783083118663,0.000201579,1.563762083,"y",40,2,630
"14416","WR16.7079","2016-07-18",2016,"Female",190,16,553.235,0.70489258720036,0.000161587,1.901220725,"n",40,2,630
"14417","WR16.7079","2016-07-18",2016,"Female",190,22,567.528,0.705208399464366,0.00013757,2.124254612,"y",40,2,630
"14418","WR16.7079","2016-07-18",2016,"Female",190,17,582.687,0.706727667457148,0.000155536,2.906613978,"n",40,2,630
"14419","WR16.7079","2016-07-18",2016,"Female",190,18,616.216,0.708579524330944,9.99e-05,3.752583471,"n",40,2,630
"14420","WR16.7079","2016-07-18",2016,"Female",190,19,652.464,0.708915767782039,9.89e-05,3.822705967,"n",40,2,630
"14421","WR16.7079","2016-07-18",2016,"Female",190,20,685.541,0.70918,0.000107365,3.738129686,"n",40,2,630
"14422","WR16.7092","2016-07-21",2016,"Female",180,1,2.266,0.708014704836974,0.000150985,3.002459182,"n",40,3,661
"14423","WR16.7092","2016-07-21",2016,"Female",180,2,40.326,0.707889654932606,0.000171356,2.432082983,"n",40,3,661
"14424","WR16.7092","2016-07-21",2016,"Female",180,3,78.386,0.706609778447795,0.000285703,1.3705702,"n",40,3,661
"14425","WR16.7092","2016-07-21",2016,"Female",180,4,121.431,0.705703863496468,0.000212265,2.401514995,"n",40,3,661
"14426","WR16.7092","2016-07-21",2016,"Female",180,5,162.21,0.704991939871702,0.000151949,2.485602318,"n",40,3,661
"14427","WR16.7092","2016-07-21",2016,"Female",180,6,201.177,0.704767831992284,0.000141883,2.540142966,"n",40,3,661
"14428","WR16.7092","2016-07-21",2016,"Female",180,7,239.69,0.704816607365881,7.7e-05,2.297437784,"n",40,3,661
"14429","WR16.7092","2016-07-21",2016,"Female",180,8,281.375,0.704762153133785,0.000154175,1.979287308,"n",40,3,661
"14430","WR16.7092","2016-07-21",2016,"Female",180,9,320.795,0.704689816198278,0.000115643,2.031140031,"n",40,3,661
"14431","WR16.7092","2016-07-21",2016,"Female",180,21,331.504,0.704761593049114,0.000138294,1.794773126,"y",40,3,661
"14432","WR16.7092","2016-07-21",2016,"Female",180,10,363.386,0.704624690352904,0.000134453,2.171679043,"n",40,3,661
"14433","WR16.7092","2016-07-21",2016,"Female",180,22,372.625,0.704888965304563,0.000167413,2.007679936,"y",40,3,661
"14434","WR16.7092","2016-07-21",2016,"Female",180,11,402.806,0.704929774473873,0.000143315,2.463533623,"n",40,3,661
"14435","WR16.7092","2016-07-21",2016,"Female",180,12,441.32,0.705904514829853,0.000271589,3.748422019,"n",40,3,661
"14436","WR16.7092","2016-07-21",2016,"Female",180,13,482.099,0.708495129464974,0.000149339,5.305836551,"n",40,3,661
"14437","WR16.7092","2016-07-21",2016,"Female",180,14,520.159,0.708962016046364,0.000108665,4.941289718,"n",40,3,661
"14438","WR16.7092","2016-07-21",2016,"Female",180,15,560.938,0.709069881352858,0.000139315,4.392065026,"n",40,3,661
"14439","WR16.7092","2016-07-21",2016,"Female",180,16,603.076,0.709071651620477,8.76e-05,4.251675046,"n",40,3,661
"14440","WR16.7092","2016-07-21",2016,"Female",180,17,644.309,0.709076582365881,6.38e-05,4.54663233,"n",40,3,661
"14441","WR16.7092","2016-07-21",2016,"Female",180,18,681.01,0.709099966901029,6.9e-05,5.140526618,"n",40,3,661
"14442","WR16.7092","2016-07-21",2016,"Female",180,19,719.523,0.709206638026993,8.27e-05,5.605213999,"n",40,3,661
"14443","WR16.7092","2016-07-21",2016,"Female",180,20,758.49,0.70918,9.64e-05,6.024831357,"n",40,3,661
"14444","WR16.7100","2016-07-27",2016,"Female",230,1,5.89,0.708001832182747,0.000187764,3.117672633,"n",40,2,691
"14445","WR16.7100","2016-07-27",2016,"Female",230,2,43.951,0.707725089153569,0.000157951,2.7584545,"n",40,2,691
"14446","WR16.7100","2016-07-27",2016,"Female",230,3,89.261,0.707803932540627,0.000155776,3.103364992,"n",40,2,691
"14447","WR16.7100","2016-07-27",2016,"Female",230,4,118.259,0.707126260095879,0.000161801,3.108691043,"n",40,2,691
"14448","WR16.7100","2016-07-27",2016,"Female",230,5,154.507,0.706360460216693,0.000140255,2.738147076,"n",40,2,691
"14449","WR16.7100","2016-07-27",2016,"Female",230,6,197.099,0.706098654481585,0.000169314,3.076685828,"n",40,2,691
"14450","WR16.7100","2016-07-27",2016,"Female",230,7,227.456,0.705375174935156,0.000183152,2.460057088,"n",40,2,691
"14451","WR16.7100","2016-07-27",2016,"Female",230,8,264.611,0.704919340411553,9.92e-05,2.803334832,"n",40,2,691
"14452","WR16.7100","2016-07-27",2016,"Female",230,9,310.374,0.704809098100199,0.000109191,2.848259959,"n",40,2,691
"14453","WR16.7100","2016-07-27",2016,"Female",230,10,352.059,0.704881690108662,0.000200034,2.443193516,"n",40,2,691
"14454","WR16.7100","2016-07-27",2016,"Female",230,11,396.01,0.70483902870069,0.000199286,2.120254655,"n",40,2,691
"14455","WR16.7100","2016-07-27",2016,"Female",230,12,439.507,0.704733266377293,0.000129892,2.02106115,"n",40,2,691
"14456","WR16.7100","2016-07-27",2016,"Female",230,13,479.38,0.704789337742516,0.000157475,1.926668599,"n",40,2,691
"14457","WR16.7100","2016-07-27",2016,"Female",230,14,521.971,0.704738685572369,0.000204578,2.009762989,"n",40,2,691
"14458","WR16.7100","2016-07-27",2016,"Female",230,15,570,0.705222284218697,0.000236105,2.51836777,"n",40,2,691
"14459","WR16.7100","2016-07-27",2016,"Female",230,16,620.294,0.7062084476939,0.00022992,3.237331876,"n",40,2,691
"14460","WR16.7100","2016-07-27",2016,"Female",230,17,662.886,0.70861581258171,0.000130587,4.54934361,"n",40,2,691
"14461","WR16.7100","2016-07-27",2016,"Female",230,18,707.743,0.7090372625226,0.000104507,4.4954812,"n",40,2,691
"14462","WR16.7100","2016-07-27",2016,"Female",230,19,766.193,0.709123420522724,0.000136873,4.330949317,"n",40,2,691
"14463","WR16.7100","2016-07-27",2016,"Female",230,20,812.409,0.70918,0.000125099,4.750045151,"n",40,2,691
