"","X","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length","SrV2","SrVpercent","FWExit_dist","Habitat"
"9905",9905,"WR16.5030","2016-06-21",2016,"Female",230,3,57.102,0.708155843,0.000145897,3.429085321,"n",40,NA,690,NA,NA,858.4806,NA
"9906",9906,"WR16.5030","2016-06-21",2016,"Female",230,4,88.826,0.707858893,0.000109341,3.654535314,"n",40,NA,690,NA,NA,858.4806,NA
"9907",9907,"WR16.5030","2016-06-21",2016,"Female",230,5,126.894,0.707333325,0.000113206,3.404854085,"n",40,NA,690,NA,NA,858.4806,NA
"9908",9908,"WR16.5030","2016-06-21",2016,"Female",230,6,166.322,0.70675616,0.000125274,3.516475649,"n",40,NA,690,NA,NA,858.4806,NA
"9909",9909,"WR16.5030","2016-06-21",2016,"Female",230,7,199.858,0.705488894,0.000176562,2.656917106,"n",40,NA,690,NA,NA,858.4806,NA
"9910",9910,"WR16.5030","2016-06-21",2016,"Female",230,8,245.177,0.704819878,0.000135014,3.079278393,"n",40,NA,690,3.079278393,0.12319341817973,858.4806,"SAC"
"9911",9911,"WR16.5030","2016-06-21",2016,"Female",230,9,279.62,0.704760828,0.0001693,2.615329737,"n",40,NA,690,2.615329737,0.0746729523299695,858.4806,"SAC"
"9912",9912,"WR16.5030","2016-06-21",2016,"Female",230,10,306.359,0.704921993,0.000144355,2.467261074,"n",40,NA,690,2.467261074,0.0591877032326831,858.4806,"SAC"
"9913",9913,"WR16.5030","2016-06-21",2016,"Female",230,11,343.974,0.704741124,0.000205152,2.249818361,"n",40,NA,690,2.249818361,0.0364472090121419,858.4806,"SAC"
"9914",9914,"WR16.5030","2016-06-21",2016,"Female",230,12,376.603,0.704646169,0.000162174,2.309439291,"n",40,NA,690,2.309439291,0.0426824578065601,858.4806,"SAC"
"9915",9915,"WR16.5030","2016-06-21",2016,"Female",230,13,410.14,0.70460408,0.000207187,2.12205251,"n",40,NA,690,2.12205251,0.0230852593005963,858.4806,"SAC"
"9916",9916,"WR16.5030","2016-06-21",2016,"Female",230,14,450.021,0.704739384,0.000155561,1.95466446,"n",40,NA,690,1.95466446,0.00557955892050284,858.4806,"SAC"
"9917",9917,"WR16.5030","2016-06-21",2016,"Female",230,15,481.744,0.704776564,0.0001615,1.901313182,"n",40,NA,690,1.901313182,0,858.4806,"SAC"
"9918",9918,"WR16.5030","2016-06-21",2016,"Female",230,16,548.817,0.70477235,0.000135219,2.000894485,"n",40,NA,690,2.000894485,0.010414366221348,858.4806,"SAC"
"9919",9919,"WR16.5030","2016-06-21",2016,"Female",230,17,600.481,0.704793408,0.000139941,2.049663873,"n",40,NA,690,2.049663873,0.0155147440204115,858.4806,"SAC"
"9920",9920,"WR16.5030","2016-06-21",2016,"Female",230,18,630.392,0.705001944,0.00019477,1.915458755,"n",40,NA,690,1.915458755,0.00147936583670543,858.4806,"SAC"
"9921",9921,"WR16.5030","2016-06-21",2016,"Female",230,19,668.46,0.704984438,0.000150234,2.279605207,"n",40,NA,690,2.279605207,0.0395623632979107,858.4806,"SAC"
"9922",9922,"WR16.5030","2016-06-21",2016,"Female",230,20,707.434,0.705191322,0.000136889,2.558748595,"n",40,NA,690,2.558748595,0.0687556092519211,858.4806,"SAC"
"9923",9923,"WR16.5030","2016-06-21",2016,"Female",230,21,737.345,0.705022123,0.000207749,2.440968518,"n",40,NA,690,2.440968518,0.0564379871832827,858.4806,"SAC"
"9924",9924,"WR16.5030","2016-06-21",2016,"Female",230,22,772.241,0.70513286,0.000111881,2.887874427,"n",40,NA,690,2.887874427,0.103176096271998,858.4806,"SAC"
"9925",9925,"WR16.5030","2016-06-21",2016,"Female",230,23,836.141,0.706953999,0.000176009,2.96024655,"n",40,NA,690,2.96024655,0.110744884492598,858.4806,"DEL"
"9926",9926,"WR16.5030","2016-06-21",2016,"Female",230,24,872.85,0.708426328,9.92e-05,4.142062664,"n",40,NA,690,4.142062664,0.234341036046132,858.4806,NA
"9927",9927,"WR16.5030","2016-06-21",2016,"Female",230,25,911.371,0.708683699,0.000123869,4.116772255,"n",40,NA,690,4.116772255,0.231696126075294,858.4806,NA
"9928",9928,"WR16.5030","2016-06-21",2016,"Female",230,26,953.972,0.7089985,7.85e-05,4.764107519,"n",40,NA,690,4.764107519,0.299395446170443,858.4806,NA
"9929",9929,"WR16.5030","2016-06-21",2016,"Female",230,27,1001.557,0.709111837,9.32e-05,4.760999952,"n",40,NA,690,4.760999952,0.299070452021738,858.4806,NA
"9930",9930,"WR16.5030","2016-06-21",2016,"Female",230,28,1050.502,0.709103707,0.000115765,5.570123773,"n",40,NA,690,5.570123773,0.383689868884665,858.4806,NA
"9931",9931,"WR16.5030","2016-06-21",2016,"Female",230,29,1094.915,0.709191871,8.18e-05,5.318186426,"n",40,NA,690,5.318186426,0.357341872649942,858.4806,NA
"9932",9932,"WR16.5030","2016-06-21",2016,"Female",230,30,1140.234,0.709207132,6.16e-05,5.670648838,"n",40,NA,690,5.670648838,0.394202935191247,858.4806,NA
"9933",9933,"WR16.5030","2016-06-21",2016,"Female",230,31,1184.647,0.709123508,7.55e-05,5.959971209,"n",40,NA,690,5.959971209,0.424460714883311,858.4806,NA
"9934",9934,"WR16.5030","2016-06-21",2016,"Female",230,32,1229.06,0.70926418,0.000140196,11.46322995,"n",40,NA,690,11.46322995,1,858.4806,NA
"9935",9935,"WR16.5031","2016-06-21",2016,"Female",230,1,39.873,0.707870417,0.000129772,2.780976133,"n",40,4,687,NA,NA,591.9335,NA
"9936",9936,"WR16.5031","2016-06-21",2016,"Female",230,2,71.59,0.707779474,0.000128211,2.921957669,"n",40,4,687,NA,NA,591.9335,NA
"9937",9937,"WR16.5031","2016-06-21",2016,"Female",230,3,106.932,0.707519348,0.000111068,2.964439065,"n",40,4,687,NA,NA,591.9335,NA
"9938",9938,"WR16.5031","2016-06-21",2016,"Female",230,4,144.086,0.706957688,0.000118857,3.125085406,"n",40,4,687,NA,NA,591.9335,NA
"9939",9939,"WR16.5031","2016-06-21",2016,"Female",230,5,173.99,0.706335695,0.000100834,3.090355902,"n",40,4,687,NA,NA,591.9335,NA
"9940",9940,"WR16.5031","2016-06-21",2016,"Female",230,6,210.239,0.705798497,0.000151796,2.714663658,"n",40,4,687,NA,NA,591.9335,NA
"9941",9941,"WR16.5031","2016-06-21",2016,"Female",230,7,251.471,0.704877895,9.76e-05,3.002947486,"n",40,4,687,3.002947486,0.261404871810182,591.9335,"SAC"
"9942",9942,"WR16.5031","2016-06-21",2016,"Female",230,8,285.453,0.704736531,0.000147415,2.581710324,"n",40,4,687,2.581710324,0.146218635613138,591.9335,"SAC"
"9943",9943,"WR16.5031","2016-06-21",2016,"Female",230,9,328.045,0.704804656,0.000167748,2.046987382,"n",40,4,687,2.046987382,0,591.9335,"SAC"
"9944",9944,"WR16.5031","2016-06-21",2016,"Female",230,10,374.714,0.704708088,0.000175637,2.183595693,"n",40,4,687,2.183595693,0.0373551970168416,591.9335,"SAC"
"9945",9945,"WR16.5031","2016-06-21",2016,"Female",230,11,419.118,0.704789992,0.000154342,2.219236506,"n",40,4,687,2.219236506,0.0471010871585872,591.9335,"SAC"
"9946",9946,"WR16.5031","2016-06-21",2016,"Female",230,12,467.146,0.704909318,0.000125617,2.347483605,"n",40,4,687,2.347483605,0.0821699319083286,591.9335,"SAC"
"9947",9947,"WR16.5031","2016-06-21",2016,"Female",230,13,498.41,0.704869588,0.000114176,2.477482805,"n",40,4,687,2.477482805,0.117717884243614,591.9335,"SAC"
"9948",9948,"WR16.5031","2016-06-21",2016,"Female",230,14,526.049,0.705360497,0.000123694,2.896754667,"n",40,4,687,2.896754667,0.232366714127969,591.9335,"SAC"
"9949",9949,"WR16.5031","2016-06-21",2016,"Female",230,15,562.751,0.706247392,0.000135995,3.840121554,"n",40,4,687,3.840121554,0.490328002610992,591.9335,"DEL"
"9950",9950,"WR16.5031","2016-06-21",2016,"Female",230,16,600.358,0.708312644,0.000145462,5.703996899,"n",40,4,687,5.703996899,1,591.9335,NA
"9951",9951,"WR16.5031","2016-06-21",2016,"Female",230,17,636.606,0.708766,8.01e-05,5.469429554,"n",40,4,687,5.469429554,0.935858152977292,591.9335,NA
"9952",9952,"WR16.5031","2016-06-21",2016,"Female",230,18,677.385,0.70888619,6.6e-05,5.472117895,"n",40,4,687,5.472117895,0.9365932730221,591.9335,NA
"9953",9953,"WR16.5031","2016-06-21",2016,"Female",230,19,708.196,0.708986812,8.73e-05,5.102889054,"n",40,4,687,5.102889054,0.835628580618758,591.9335,NA
"9954",9954,"WR16.5031","2016-06-21",2016,"Female",230,20,749.881,0.709182273,0.000109486,5.152682328,"n",40,4,687,5.152682328,0.849244425414494,591.9335,NA
"9955",9955,"WR16.5032","2016-06-22",2016,"Female",280,1,26.733,0.708249772,0.000180504,4.253588411,"n",40,4,850,NA,NA,1018.118,NA
"9956",9956,"WR16.5032","2016-06-22",2016,"Female",280,2,77.48,0.708551678,9.59e-05,4.477967642,"n",40,4,850,NA,NA,1018.118,NA
"9957",9957,"WR16.5032","2016-06-22",2016,"Female",280,3,106.025,0.708066052,0.000104775,3.536344157,"n",40,4,850,NA,NA,1018.118,NA
"9958",9958,"WR16.5032","2016-06-22",2016,"Female",280,4,147.258,0.707329474,0.000127971,3.236486639,"n",40,4,850,NA,NA,1018.118,NA
"9959",9959,"WR16.5032","2016-06-22",2016,"Female",280,5,183.506,0.707010101,0.000158404,3.042350779,"n",40,4,850,NA,NA,1018.118,NA
"9960",9960,"WR16.5032","2016-06-22",2016,"Female",280,6,223.378,0.706532384,0.000155563,3.196416494,"n",40,4,850,NA,NA,1018.118,NA
"9961",9961,"WR16.5032","2016-06-22",2016,"Female",280,7,264.611,0.705764748,0.000142397,2.799191533,"n",40,4,850,NA,NA,1018.118,NA
"9962",9962,"WR16.5032","2016-06-22",2016,"Female",280,8,302.218,0.704824644,0.000157772,2.887324248,"n",40,4,850,2.887324248,0.266480434664896,1018.118,"SAC"
"9963",9963,"WR16.5032","2016-06-22",2016,"Female",280,9,340.731,0.704864193,0.000108089,2.601239626,"n",40,4,850,2.601239626,0.206119675906219,1018.118,"SAC"
"9964",9964,"WR16.5032","2016-06-22",2016,"Female",280,10,383.776,0.704846741,0.000134067,2.650680457,"n",40,4,850,2.650680457,0.216551156116363,1018.118,"SAC"
"9965",9965,"WR16.5032","2016-06-22",2016,"Female",280,11,420.477,0.704816233,0.000168636,2.368971876,"n",40,4,850,2.368971876,0.157113694643896,1018.118,"SAC"
"9966",9966,"WR16.5032","2016-06-22",2016,"Female",280,12,461.256,0.704936269,0.000147039,2.137461883,"n",40,4,850,2.137461883,0.108267591906868,1018.118,"SAC"
"9967",9967,"WR16.5032","2016-06-22",2016,"Female",280,13,500.223,0.705037237,0.000146014,1.966331955,"n",40,4,850,1.966331955,0.0721610293514092,1018.118,"SAC"
"9968",9968,"WR16.5032","2016-06-22",2016,"Female",280,14,541.908,0.70481299,0.00014022,2.05253023,"n",40,4,850,2.05253023,0.0903479323953941,1018.118,"SAC"
"9969",9969,"WR16.5032","2016-06-22",2016,"Female",280,15,578.156,0.704875782,0.000191078,1.947049274,"n",40,4,850,1.947049274,0.0680925923696356,1018.118,"SAC"
"9970",9970,"WR16.5032","2016-06-22",2016,"Female",280,16,613.498,0.704847121,0.000286694,1.875220477,"n",40,4,850,1.875220477,0.0529374936532741,1018.118,"SAC"
"9971",9971,"WR16.5032","2016-06-22",2016,"Female",280,17,650.199,0.704850138,0.000203095,1.766198984,"n",40,4,850,1.766198984,0.0299351386420923,1018.118,"SAC"
"9972",9972,"WR16.5032","2016-06-22",2016,"Female",280,18,693.696,0.704743152,0.000137408,1.806021875,"n",40,4,850,1.806021875,0.0383373376135703,1018.118,"SAC"
"9973",9973,"WR16.5032","2016-06-22",2016,"Female",280,19,734.476,0.704887497,0.000197021,1.848342046,"n",40,4,850,1.848342046,0.0472664356353331,1018.118,"SAC"
"9974",9974,"WR16.5032","2016-06-22",2016,"Female",280,20,778.426,0.704751968,0.000203853,1.624319011,"n",40,4,850,1.624319011,0,1018.118,"SAC"
"9975",9975,"WR16.5032","2016-06-22",2016,"Female",280,21,816.034,0.704990475,0.000167498,1.681613845,"n",40,4,850,1.681613845,0.0120885898340681,1018.118,"SAC"
"9976",9976,"WR16.5032","2016-06-22",2016,"Female",280,22,857.719,0.705222491,0.000192676,1.78139599,"n",40,4,850,1.78139599,0.0331415424208321,1018.118,"SAC"
"9977",9977,"WR16.5032","2016-06-22",2016,"Female",280,23,895.326,0.705426183,0.000175551,1.731586827,"n",40,4,850,1.731586827,0.0226323481453894,1018.118,"SAC"
"9978",9978,"WR16.5032","2016-06-22",2016,"Female",280,24,942.902,0.705034066,0.000169442,2.179015435,"n",40,4,850,2.179015435,0.117034941617256,1018.118,"SAC"
"9979",9979,"WR16.5032","2016-06-22",2016,"Female",280,25,981.868,0.70549508,0.00016312,2.703253154,"n",40,4,850,2.703253154,0.227643426154247,1018.118,"SAC"
"9980",9980,"WR16.5032","2016-06-22",2016,"Female",280,26,1026.725,0.708409133,7.09e-05,4.841812989,"n",40,4,850,4.841812989,0.678856404289893,1018.118,NA
"9981",9981,"WR16.5032","2016-06-22",2016,"Female",280,27,1064.333,0.708702668,6.22e-05,5.331116671,"n",40,4,850,5.331116671,0.782094185134102,1018.118,NA
"9982",9982,"WR16.5032","2016-06-22",2016,"Female",280,28,1115.08,0.708854992,6.99e-05,5.875691991,"n",40,4,850,5.875691991,0.896993683354768,1018.118,NA
"9983",9983,"WR16.5032","2016-06-22",2016,"Female",280,29,1153.593,0.708996141,5.14e-05,6.104718986,"n",40,4,850,6.104718986,0.945315900388929,1018.118,NA
"9984",9984,"WR16.5032","2016-06-22",2016,"Female",280,30,1191.654,0.709002715,5.71e-05,6.13887057,"n",40,4,850,6.13887057,0.952521514967718,1018.118,NA
"9985",9985,"WR16.5032","2016-06-22",2016,"Female",280,31,1227.902,0.709053063,0.000136318,6.36389863,"n",40,4,850,6.36389863,1,1018.118,NA
"9986",9986,"WR16.5032","2016-06-22",2016,"Female",280,32,1272.759,0.709030257,9.78e-05,6.290940203,"n",40,4,850,6.290940203,0.984606561580372,1018.118,NA
"9987",9987,"WR16.5032","2016-06-22",2016,"Female",280,33,1307.647,0.709114602,8.2e-05,6.250829379,"n",40,4,850,6.250829379,0.976143611862384,1018.118,NA
"9988",9988,"WR16.5033","2016-06-23",2016,"Male",190,1,95.151,0.707666609,0.000138356,2.75678802,"n",40,3,741,NA,NA,692.4201,NA
"9989",9989,"WR16.5033","2016-06-23",2016,"Male",190,2,132.758,0.706739649,0.000157524,2.380931673,"n",40,3,741,NA,NA,692.4201,NA
"9990",9990,"WR16.5033","2016-06-23",2016,"Male",190,3,174.444,0.70615092,0.000176297,2.106040904,"n",40,3,741,NA,NA,692.4201,NA
"9991",9991,"WR16.5033","2016-06-23",2016,"Male",190,4,214.316,0.705119948,0.000154202,2.354003384,"n",40,3,741,2.354003384,0.362676618603839,692.4201,"SAC"
"9992",9992,"WR16.5033","2016-06-23",2016,"Male",190,5,257.361,0.704875267,9.51e-05,2.309533145,"n",40,3,741,2.309533145,0.343852875481153,692.4201,"SAC"
"9993",9993,"WR16.5033","2016-06-23",2016,"Male",190,6,294.515,0.704968257,0.000133742,1.928691072,"n",40,3,741,1.928691072,0.18264678543826,692.4201,"SAC"
"9994",9994,"WR16.5033","2016-06-23",2016,"Male",190,7,336.2,0.704885142,0.000199389,1.858721523,"n",40,3,741,1.858721523,0.153029476280417,692.4201,"SAC"
"9995",9995,"WR16.5033","2016-06-23",2016,"Male",190,8,376.073,0.705017293,0.000168147,1.796416691,"n",40,3,741,1.796416691,0.126656554091489,692.4201,"SAC"
"9996",9996,"WR16.5033","2016-06-23",2016,"Male",190,9,415.946,0.704979076,0.000140129,1.844491091,"n",40,3,741,1.844491091,0.147005897309033,692.4201,"SAC"
"9997",9997,"WR16.5033","2016-06-23",2016,"Male",190,10,455.366,0.705055108,0.000197554,1.941839515,"n",40,3,741,1.941839515,0.188212370851356,692.4201,"SAC"
"9998",9998,"WR16.5033","2016-06-23",2016,"Male",190,11,497.504,0.704870592,0.000206354,1.992205897,"n",40,3,741,1.992205897,0.20953188381343,692.4201,"SAC"
"9999",9999,"WR16.5033","2016-06-23",2016,"Male",190,23,527.115,0.705118803,0.000197756,1.917352001,"y",40,3,741,NA,NA,692.4201,"SAC"
"10000",10000,"WR16.5033","2016-06-23",2016,"Male",190,12,538.283,0.705536251,0.000185018,1.868209264,"n",40,3,741,1.868209264,0.157045528440573,692.4201,"SAC"
"10001",10001,"WR16.5033","2016-06-23",2016,"Male",190,13,578.156,0.706375494,0.00022621,1.497196329,"n",40,3,741,1.497196329,0,692.4201,"DEL"
"10002",10002,"WR16.5033","2016-06-23",2016,"Male",190,14,618.482,0.706355816,0.000180335,1.582960089,"n",40,3,741,1.582960089,0.0363028178795179,692.4201,"DEL"
"10003",10003,"WR16.5033","2016-06-23",2016,"Male",190,15,658.355,0.706681245,0.000358174,2.362911502,"n",40,3,741,2.362911502,0.366447322982976,692.4201,"DEL"
"10004",10004,"WR16.5033","2016-06-23",2016,"Male",190,24,681.315,0.706859585,0.000301138,2.457460461,"y",40,3,741,NA,NA,692.4201,"DEL"
"10005",10005,"WR16.5033","2016-06-23",2016,"Male",190,16,699.134,0.708448783,0.000213999,3.34127725,"n",40,3,741,3.34127725,0.780578344864507,692.4201,NA
"10006",10006,"WR16.5033","2016-06-23",2016,"Male",190,17,739.46,0.708798562,0.00012476,3.451949601,"n",40,3,741,3.451949601,0.827424684188379,692.4201,NA
"10007",10007,"WR16.5033","2016-06-23",2016,"Male",190,18,779.332,0.7090356,8.19e-05,3.542482536,"n",40,3,741,3.542482536,0.865746239253167,692.4201,NA
"10008",10008,"WR16.5033","2016-06-23",2016,"Male",190,19,820.565,0.708922334,0.000145085,3.664520878,"n",40,3,741,3.664520878,0.917403672462069,692.4201,NA
"10009",10009,"WR16.5033","2016-06-23",2016,"Male",190,20,861.797,0.708813734,0.000182035,3.797030458,"n",40,3,741,3.797030458,0.973493460853243,692.4201,NA
"10010",10010,"WR16.5033","2016-06-23",2016,"Male",190,21,904.388,0.708975853,0.000118755,3.813271132,"n",40,3,741,3.813271132,0.980367952252205,692.4201,NA
"10011",10011,"WR16.5033","2016-06-23",2016,"Male",190,22,943.808,0.708949526,0.000158319,3.723390321,"n",40,3,741,3.723390321,0.942322433811824,692.4201,NA
"10012",10012,"WR16.5033","2016-06-23",2016,"Male",190,24,982.276,0.709089186,0.000109798,3.838924144,"n",40,3,741,3.838924144,0.991226578584552,692.4201,NA
"10013",10013,"WR16.5033","2016-06-23",2016,"Male",190,25,1017.396,0.709177964,0.000128287,3.859650954,"n",40,3,741,3.859650954,1,692.4201,NA
"10014",10014,"WR16.5034","2016-06-24",2016,"Female",230,1,17.671,0.708177502,0.00011997,3.270779711,"n",40,3,690,NA,NA,677.5067,NA
"10015",10015,"WR16.5034","2016-06-24",2016,"Female",230,2,61.169,0.70794909,0.000105293,3.214769431,"n",40,3,690,NA,NA,677.5067,NA
"10016",10016,"WR16.5034","2016-06-24",2016,"Female",230,3,94.245,0.707718562,0.000120861,3.11348298,"n",40,3,690,NA,NA,677.5067,NA
"10017",10017,"WR16.5034","2016-06-24",2016,"Female",230,4,132.305,0.707083685,0.00015435,3.056223377,"n",40,3,690,NA,NA,677.5067,NA
"10018",10018,"WR16.5034","2016-06-24",2016,"Female",230,5,173.99,0.706364446,0.000170513,3.052197138,"n",40,3,690,NA,NA,677.5067,NA
"10019",10019,"WR16.5034","2016-06-24",2016,"Female",230,6,209.785,0.705926011,0.000164885,2.729300956,"n",40,3,690,NA,NA,677.5067,NA
"10020",10020,"WR16.5034","2016-06-24",2016,"Female",230,7,248.752,0.704746956,0.000123194,3.331181323,"n",40,3,690,3.331181323,0.363754743042328,677.5067,"SAC"
"10021",10021,"WR16.5034","2016-06-24",2016,"Female",230,8,289.531,0.704766148,0.000146588,2.936233593,"n",40,3,690,2.936233593,0.237678347538563,677.5067,"SAC"
"10022",10022,"WR16.5034","2016-06-24",2016,"Female",230,9,327.591,0.704810495,0.000161947,2.493757432,"n",40,3,690,2.493757432,0.0964297841521524,677.5067,"SAC"
"10023",10023,"WR16.5034","2016-06-24",2016,"Female",230,10,369.73,0.704852414,0.000132159,2.400282781,"n",40,3,690,2.400282781,0.0665905265140531,677.5067,"SAC"
"10024",10024,"WR16.5034","2016-06-24",2016,"Female",230,11,407.337,0.704726979,0.000148391,2.276855473,"n",40,3,690,2.276855473,0.0271896921318094,677.5067,"SAC"
"10025",10025,"WR16.5034","2016-06-24",2016,"Female",230,12,445.398,0.704672162,0.000171695,2.191680868,"n",40,3,690,2.191680868,0,677.5067,"SAC"
"10026",10026,"WR16.5034","2016-06-24",2016,"Female",230,13,486.177,0.704771821,0.000143162,2.24479044,"n",40,3,690,2.24479044,0.0169537964036601,677.5067,"SAC"
"10027",10027,"WR16.5034","2016-06-24",2016,"Female",230,14,535.565,0.704557256,0.000170869,2.330399245,"n",40,3,690,2.330399245,0.0442820951579908,677.5067,"SAC"
"10028",10028,"WR16.5034","2016-06-24",2016,"Female",230,15,576.797,0.70481768,0.000120814,2.544604378,"n",40,3,690,2.544604378,0.112661298317469,677.5067,"SAC"
"10029",10029,"WR16.5034","2016-06-24",2016,"Female",230,16,644.309,0.705041598,0.000173984,2.946037755,"n",40,3,690,2.946037755,0.240808061452591,677.5067,"SAC"
"10030",10030,"WR16.5034","2016-06-24",2016,"Female",230,23,657.561,0.705838066,0.000301596,3.022031302,"y",40,3,690,NA,NA,677.5067,"SAC"
"10031",10031,"WR16.5034","2016-06-24",2016,"Female",230,17,666.964,0.707411673,0.000373824,4.54533316,"n",40,3,690,4.54533316,0.751339923499589,677.5067,"DEL"
"10032",10032,"WR16.5034","2016-06-24",2016,"Female",230,18,696.868,0.708654967,0.000106287,5.211720679,"n",40,3,690,5.211720679,0.964066140217475,677.5067,NA
"10033",10033,"WR16.5034","2016-06-24",2016,"Female",230,19,740.366,0.708732613,8.72e-05,5.32428732,"n",40,3,690,5.32428732,1,677.5067,NA
"10034",10034,"WR16.5034","2016-06-24",2016,"Female",230,20,782.504,0.708919002,0.000116575,5.240602207,"n",40,3,690,5.240602207,0.973285787958915,677.5067,NA
"10035",10035,"WR16.5034","2016-06-24",2016,"Female",230,21,823.736,0.709055853,0.000116918,5.152892679,"n",40,3,690,5.152892679,0.945286890126088,677.5067,NA
"10036",10036,"WR16.5034","2016-06-24",2016,"Female",230,22,863.156,0.70894413,0.000162918,5.025663539,"n",40,3,690,5.025663539,0.904672423563022,677.5067,NA
"10037",10037,"WR16.5034","2016-06-24",2016,"Female",230,24,908.681,0.709125046,0.000109208,5.200322011,"n",40,3,690,5.200322011,0.960427423329587,677.5067,NA
"10038",10038,"WR16.5036","2016-06-24",2016,"Female",190,1,30.811,0.708534244,0.000148443,3.163219338,"n",40,3,740,NA,NA,616.0886,NA
"10039",10039,"WR16.5036","2016-06-24",2016,"Female",190,2,67.965,0.707793793,0.000131816,3.009035661,"n",40,3,740,NA,NA,616.0886,NA
"10040",10040,"WR16.5036","2016-06-24",2016,"Female",190,3,111.01,0.707228349,0.000177398,2.780772086,"n",40,3,740,NA,NA,616.0886,NA
"10041",10041,"WR16.5036","2016-06-24",2016,"Female",190,4,155.866,0.706446456,0.000207448,2.191137323,"n",40,3,740,NA,NA,616.0886,NA
